"";"month.of.tweet";"day.of.tweet";"day.of.week";"hour.of.tweet";"period.of.tweet";"text";"route";"routetype";"disrupt";"disrupt_reason";"reasongroup"
"1016";"5";"18";"Friday";"14";"Midday";"127 davenport diverting both ways via dovercourt dupont lansdowne due to collision at davenport and dufferin.";"127";"bus";"detour";"to collision at davenport and dufferin";"collision on the road"
"1017";"5";"18";"Friday";"14";"Midday";"191 highway rocket diverting southbound via steeles highway royal crest due to collision at martin grove and steeles.";"191";"bus";"detour";"to collision at martin grove and steeles";"collision on the road"
"1018";"5";"18";"Friday";"14";"Midday";"60 steeles west diverting eastbound via highway royalcrest martin grove gihon springs due to collision at steeles and martin grove.";"60";"bus";"detour";"to collision at steeles and martin grove";"collision on the road"
"1019";"5";"18";"Friday";"13";"Midday";"trains holding on line 3/ srt northbound at kennedy station due to mechanical issue on board train. response personnel en route. ";"line 3";"subway";"delay";"to mechanical issue on board train";"mechanical"
"1020";"5";"18";"Friday";"12";"Midday";"45 kipling diverting northbound via bethridge martin grove belfield due to stalled truck at martin grove and belfield.";"45";"bus";"detour";"to stalled truck at martin grove and belfield";"blockage on the road/rail"
"1021";"5";"18";"Friday";"12";"Midday";"elevator alert kennedy station passenger pick up/ drop off to concourse out of service. ";"kennedy";"elevator";"elevator down";NA;NA
"1022";"5";"18";"Friday";"11";"Midday";"customers may experience longer than normal wait times on line 2 eastbound between dundaswest and st george stations as result of earlier delay. efforts are underway to restore regular scheduled service. ";"line 2";"subway";"delay";"earlier delay";"earlier delay"
"1023";"5";"18";"Friday";"11";"Midday";"trains holding on line 2 westbound at sherbourne station due to emergency alarm activated on board train. response personnel en route. ";"line 2";"subway";"delay";"to emergency alarm activated on board train";"emergency alarm"
"1024";"5";"18";"Friday";"10";"Midday";"longer than normal travel times expected on line 1 stclairwest to wilson stations due to earlier delay.";"line 1";"subway";"delay";"to earlier delay";"earlier delay"
"1025";"5";"18";"Friday";"10";"Midday";"elevator alert ossington station bus bay to concourse to eastbound platform out of service. ";"ossington";"elevator";"elevator down";NA;NA
"1026";"5";"18";"Friday";" 9";"Morning Rush";"elevator alert ossington station concourse to westbound platform out of service. ";"ossington";"elevator";"elevator down";NA;NA
"1027";"5";"18";"Friday";" 9";"Morning Rush";"customers may experience longer than normal wait times on line 1 northbound between union and bloor-yonge stations. efforts are underway to restore regular scheduled service. ";"line 1";"subway";"delay";NA;NA
"1028";"5";"18";"Friday";" 8";"Morning Rush";"32d eglintonwest diverting northbound via weston jane due to collision at eglinton and emmett. ";"32";"bus";"detour";"to collision at eglinton and emmett";"collision on the road"
"1029";"5";"18";"Friday";" 8";"Morning Rush";"elevator alert bloor-yonge station north side southbound platform to concourse out of service. ";"bloor-yonge";"elevator";"elevator down";NA;NA
"1030";"5";"18";"Friday";" 7";"Morning Rush";"32 eglintonwest diverting both ways via islington larose due to collision blocking eglinton near royal york.";"32";"bus";"detour";"to collision blocking eglinton near royal york";"blockage on the road/rail"
"1031";"5";"17";"Thursday";"22";"Evening";"95 york mills buses diverting eastbound via birchwood highland crest bayview due to collision at york mills and glenridge ";"95";"bus";"detour";"to collision at york mills and glenridge ";"collision on the road"
"1032";"5";"17";"Thursday";"22";"Evening";"129 mccowan north buses diverting southbound via carlton kennedy highway due to collision at mccowan and carlton. ";"129";"bus";"detour";"to collision at mccowan and carlton";"collision on the road"
"1033";"5";"17";"Thursday";"21";"Evening";"line 1 trains are currently holding northbound at sheppard-yonge station due to police investigation on train. ";"line 1";"subway";"delay";"to police investigation on train";"police/security"
"1034";"5";"17";"Thursday";"21";"Evening";"511 bathurst diverting both ways via king spadina queen's quay due to collision at bathurst and wellington.";"511";"streetcar";"detour";"to collision at bathurst and wellington";"collision on the road"
"1035";"5";"17";"Thursday";"15";"Midday";"76 royal york diverting southbound via dundas islington eglinton due to fire investigation at royal york and darlingbrook.";"76";"bus";"detour";"to fire investigation at royal york and darlingbrook";"fire"
"1036";"5";"17";"Thursday";"14";"Midday";"line 2 service suspended between kennedy and warden stations due to police investigation at kennedy station. ";"line 2";"subway";"no service";"to police investigation at kennedy station";"police/security"
"1037";"5";"17";"Thursday";"14";"Midday";"line 3 service suspended between kennedy and mccowan stations due to police investigation at kennedy station. ";"line 3";"subway";"no service";"to police investigation at kennedy station";"police/security"
"1038";"5";"17";"Thursday";"12";"Midday";"elevator alert dufferin station westbound platform to concourse out of service.";"dufferin";"elevator";"elevator down";NA;NA
"1039";"5";"17";"Thursday";"11";"Midday";"11 bayview diverting northbound via millwood mcrae laird broadway due to collision at bayview and eglinton. ";"11";"bus";"detour";"to collision at bayview and eglinton";"collision on the road"
"1040";"5";"17";"Thursday";"10";"Midday";"25 don mills and 185 don mills rocket diverting southbound via mortimer donlands danforth to pape station due to collision at pape station. ";"25";"bus";"detour";"to collision at pape station";"collision on the road"
"1041";"5";"17";"Thursday";"10";"Midday";"25 don mills and 185 don mills rocket diverting southbound via mortimer donlands danforth to pape station due to collision at pape station. ";"185";"bus";"detour";"to collision at pape station";"collision on the road"
"1042";"5";"17";"Thursday";" 9";"Morning Rush";"longer than normal travel times on line 1 both ways between eglinton and finch stations.";"line 1";"subway";"delay";NA;NA
"1043";"5";"17";"Thursday";" 9";"Morning Rush";"elevator alert leslie station bus platform to concourse level out of service.";"leslie";"elevator";"elevator down";NA;NA
"1044";"5";"17";"Thursday";" 8";"Morning Rush";"longer than normal wait times on line 2 westbound between old mill and kipling stations due to earlier mechanical delay.";"line 2";"subway";"delay";"to earlier mechanical delay";"mechanical"
"1045";"5";"17";"Thursday";" 8";"Morning Rush";"71b runnymede diverting southbound via ray weston due to construction at weston and eglinton. ";"71";"bus";"detour";"to construction at weston and eglinton";"construction"
"1046";"5";"17";"Thursday";" 7";"Morning Rush";"elevator alert sheppardwest station passenger pick up/drop off to concourse level out of service. ";"sheppardwest";"elevator";"elevator down";NA;NA
"1047";"5";"17";"Thursday";" 7";"Morning Rush";"98 willowdale-senlac diverting northbound via homewood peckham due to construction at goulding and cactus. ";"98";"bus";"detour";"to construction at goulding and cactus";"construction"
"1048";"5";"17";"Thursday";" 6";"Morning Rush";"trains are holding on line 1 northbound at eglinton station with emergency alarm activated on board train.";"line 1";"subway";"delay";"emergency alarm activated on board train";"emergency alarm"
"1049";"5";"17";"Thursday";" 0";"Late night";"165 weston n buses diverting both ways via starview auralea due to police investigation at weston and starview. ";"165";"bus";"detour";"to police investigation at weston and starview";"police/security"
"1050";"5";"16";"Wednesday";"22";"Evening";"504 king service diverting westbound via dundas parliament king due to medical emergency at king and river. ";"504";"streetcar";"detour";"to medical emergency at king and river";"medical"
"1051";"5";"16";"Wednesday";"17";"Evening Rush";"501 queen diverting eastbound via shaw king spadina due to medical emergency on board streetcar at queen and augusta.";"501";"streetcar";"detour";"to medical emergency on board streetcar at queen and augusta";"medical"
"1052";"5";"16";"Wednesday";"13";"Midday";"elevator alert kennedy station subway platform to concourse level out of service.";"kennedy";"elevator";"elevator down";NA;NA
"1053";"5";"16";"Wednesday";"13";"Midday";"line 2 service suspended between kipling and jane stations due to trespasser at track level at islington station. ";"line 2";"subway";"no service";"to trespasser at track level at islington station";"person on track"
"1054";"5";"16";"Wednesday";"11";"Midday";"120 calvington diverting both ways via lexfield tavistock dalraith due to toronto fire investigation at calvington and exbury. ";"120";"bus";"detour";"to toronto fire investigation at calvington and exbury";"fire"
"1055";"5";"16";"Wednesday";" 9";"Morning Rush";"512 st clair turning back westbound at stclairwest station due to collision at st clair and warren. shuttles en route.";"512";"streetcar";"no service";"to collision at st clair and warren";"collision on the road"
"1056";"5";"16";"Wednesday";" 9";"Morning Rush";"trains holding on line 2 eastbound at islington station due to mechanical issues on board train. response personnel en route. ";"line 2";"subway";"delay";"to mechanical issues on board train";"mechanical"
"1057";"5";"16";"Wednesday";" 8";"Morning Rush";"71 runnymede diverting southbound via ray weston due to construction at eglinton and weston.";"71";"bus";"detour";"to construction at eglinton and weston";"construction"
"1058";"5";"16";"Wednesday";" 8";"Morning Rush";"503 kingston road diverting eastbound via york wellington church due to stalled streetcar at king and john.";"503";"streetcar";"detour";"to stalled streetcar at king and john";"stalled streetcar"
"1059";"5";"16";"Wednesday";" 8";"Morning Rush";"504 king & 514 cherry diverting eastbound via spadina queen church due to stalled streetcar at king and john.";"504";"streetcar";"detour";"to stalled streetcar at king and john";"stalled streetcar"
"1060";"5";"16";"Wednesday";" 8";"Morning Rush";"504 king & 514 cherry diverting eastbound via spadina queen church due to stalled streetcar at king and john.";"514";"streetcar";"detour";"to stalled streetcar at king and john";"stalled streetcar"
"1061";"5";"16";"Wednesday";" 8";"Morning Rush";"83 jones diverting both ways via jones gerrard carlaw queen due to collision at jones and dundas.";"83";"bus";"detour";"to collision at jones and dundas";"collision on the road"
