userid;username;date;time;retweets;favorites;text;geo;mentions;hashtags;tweetid;permalink
19025957;TTCnotices;2017-06-10;17:25;0;1;"ALL CLEAR: The delay at Broadview and Danforth has cleared. 504 King and 505 Dundas have resumed regular routing. # TTC";;;# TTC;"873652489236754432";https://twitter.com/TTCnotices/status/873652489236754432
19025957;TTCnotices;2017-06-10;16:44;0;0;"504 King holding northbound on Broadview at Danforth, due to a stalled streetcar. # TTC";;;# TTC;"873642130002120704";https://twitter.com/TTCnotices/status/873642130002120704
19025957;TTCnotices;2017-06-09;23:52;0;1;"ALL CLEAR: The delay at King and John has cleared. 504 King service has resumed regular routing. # TTC";;;# TTC;"873387476324413440";https://twitter.com/TTCnotices/status/873387476324413440
19025957;TTCnotices;2017-06-09;23:29;1;1;"UPDATE: 504 King diverting eastbound via Spadina, College, Church due to a stalled auto at King and John. # TTC";;;# TTC;"873381537030516738";https://twitter.com/TTCnotices/status/873381537030516738
19025957;TTCnotices;2017-06-09;23:13;0;1;"504 King service holding eastbound on King at John, due to a stalled auto blocking the rails. # TTC";;;# TTC;"873377601917792256";https://twitter.com/TTCnotices/status/873377601917792256
19025957;TTCnotices;2017-06-09;13:36;0;1;"ALL CLEAR: The delay at King and John has cleared. 504 King has resumed regular routing. # TTC";;;# TTC;"873232268373917697";https://twitter.com/TTCnotices/status/873232268373917697
19025957;TTCnotices;2017-06-09;13:13;1;0;"504 King holding westbound at King and John due to a stalled streetcar. # TTC";;;# TTC;"873226621272166402";https://twitter.com/TTCnotices/status/873226621272166402
19025957;TTCnotices;2017-06-09;11:17;0;1;"ALL CLEAR: The delay at Roncesvalles and Garden has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"873197283617255424";https://twitter.com/TTCnotices/status/873197283617255424
19025957;TTCnotices;2017-06-09;10:54;3;1;"504 King turning back at Queen and Roncesvalles due to a medical emergency on board a streetcar at Roncesvalles and Garden. # TTC";;;# TTC;"873191493846151168";https://twitter.com/TTCnotices/status/873191493846151168
19025957;TTCnotices;2017-06-08;18:54;0;0;"ALL CLEAR: The delay on King at Strachan has now cleared. 504 King has resumed regular routing, # TTC";;;# TTC;"872949905303769090";https://twitter.com/TTCnotices/status/872949905303769090
19025957;TTCnotices;2017-06-08;18:18;1;0;"504 King route holding eastbound on King at Strachan due to a stalled streetcar. # TTC";;;# TTC;"872940887634046977";https://twitter.com/TTCnotices/status/872940887634046977
19025957;TTCnotices;2017-06-07;20:14;0;1;"ALL CLEAR: The delay at King and Yonge has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"872607751368822784";https://twitter.com/TTCnotices/status/872607751368822784
19025957;TTCnotices;2017-06-07;19:30;2;1;"UPDATE: 504 King route diverting westbound via Church, College, Bathurst, due to falling glass at King and Yonge. # TTC";;;# TTC;"872596636412911616";https://twitter.com/TTCnotices/status/872596636412911616
19025957;TTCnotices;2017-06-07;19:21;0;0;"504 King route holding westbound on King at Yonge, due to falling glass. # TTC";;;# TTC;"872594500677402625";https://twitter.com/TTCnotices/status/872594500677402625
19025957;TTCnotices;2017-06-06;16:25;1;0;"ALL CLEAR: The delay on King at Wilson Park has now cleared. 504 King has resumed regular routing. # TTC";;;# TTC;"872187640744996864";https://twitter.com/TTCnotices/status/872187640744996864
19025957;TTCnotices;2017-06-06;15:59;0;1;"UPDATE: 504 King turning back at Dufferin due to a collision blocking the roadway on King at Wilson Park. Shuttle buses will be operating.";;;;"872181188525535234";https://twitter.com/TTCnotices/status/872181188525535234
19025957;TTCnotices;2017-06-06;15:47;1;0;"504 King diverting westbound via Shaw, Queen, Roncesvalles due to a collision blocking the roadway on King at Wilson Park. # TTC";;;# TTC;"872178152017203202";https://twitter.com/TTCnotices/status/872178152017203202
19025957;TTCnotices;2017-06-05;00:04;0;0;"ALL CLEAR: The delay southbound on Roncesvalles at Queen has now cleared. 504 King service has resumed. # TTC";;;# TTC;"871578338787196929";https://twitter.com/TTCnotices/status/871578338787196929
19025957;TTCnotices;2017-06-04;23:55;0;1;"504 King route holding southbound on Roncesvalles at Queen due to a stalled streetcar. TTC personnel en route. # TTC";;;# TTC;"871576242440597504";https://twitter.com/TTCnotices/status/871576242440597504
19025957;TTCnotices;2017-06-04;16:57;0;2;"ALL CLEAR: The delay at Broadview and Danforth has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"871470955574562817";https://twitter.com/TTCnotices/status/871470955574562817
19025957;TTCnotices;2017-06-04;16:52;0;0;"504 King route holding northbound on Broadview at Danforth, due to a stalled van blocking the rails. # TTC";;;# TTC;"871469849230356481";https://twitter.com/TTCnotices/status/871469849230356481
19025957;TTCnotices;2017-06-04;08:46;0;0;"ALL CLEAR: The delay and King and Sumach is now clear and 504 King has resumed regular routing. # TTC";;;# TTC;"871347395661058048";https://twitter.com/TTCnotices/status/871347395661058048
19025957;TTCnotices;2017-06-04;08:36;1;0;"504 King service is holding at King and Sumach for a Toronto Fire Investigation. # TTC";;;# TTC;"871344907507687424";https://twitter.com/TTCnotices/status/871344907507687424
19025957;TTCnotices;2017-06-04;07:45;0;0;"ALL CLEAR: The delay at Dundas W and Bloor is clear and 504 King & 505 Dundas have resumed regular routing. # TTC";;;# TTC;"871332057103970305";https://twitter.com/TTCnotices/status/871332057103970305
19025957;TTCnotices;2017-06-04;07:31;0;0;"504 King holding NB at Dundas W and Bloor due to a Police Investigation. # TTC";;;# TTC;"871328603551780866";https://twitter.com/TTCnotices/status/871328603551780866
19025957;TTCnotices;2017-06-03;16:19;0;0;"ALL CLEAR: The delay on King at Dundas has now cleared. 504 King has resumed regular routing. # TTC";;;# TTC;"871099117233156098";https://twitter.com/TTCnotices/status/871099117233156098
19025957;TTCnotices;2017-06-03;16:05;0;0;"504 King route holding eastbound on King at Dundas due to a collision. # TTC";;;# TTC;"871095397502025732";https://twitter.com/TTCnotices/status/871095397502025732
19025957;TTCnotices;2017-06-02;17:05;0;1;"ALL CLEAR: King and Shaw has re-opened. 504 King has returned to regular routing. # TTC";;;# TTC;"870748216911962112";https://twitter.com/TTCnotices/status/870748216911962112
19025957;TTCnotices;2017-06-02;16:24;1;3;"504 King route diverting eastbound via Shaw, Queen, Spadina, due to a stalled streetcar at King and Shaw. # TTC";;;# TTC;"870737828879183872";https://twitter.com/TTCnotices/status/870737828879183872
19025957;TTCnotices;2017-06-01;22:29;0;1;"ALL CLEAR: The delay at King and Bathurst is now clear. 504 King and 514 Cherry have resumed regular routing. # TTC";;;# TTC;"870467255074795520";https://twitter.com/TTCnotices/status/870467255074795520
19025957;TTCnotices;2017-06-01;22:00;1;0;"504 King and 514 Cherry diverting westbound via Spadina, Queen, Shaw due to mechanical issue on board a streetcar at King and Bathurst. # TTC";;;# TTC;"870460118973939712";https://twitter.com/TTCnotices/status/870460118973939712
19025957;TTCnotices;2017-06-01;09:38;1;1;"ALL CLEAR: The delay at Bathurst and King has cleared. 504 King route has returned to regular routing. # TTC";;;# TTC;"870273411276308480";https://twitter.com/TTCnotices/status/870273411276308480
19025957;TTCnotices;2017-06-01;08:54;4;0;"504 King is diverting both ways via Bathurst, Queens Quay, Spadina due to a collision blocking the rails at Bathurst & King. # TTC";;;# TTC;"870262334215917569";https://twitter.com/TTCnotices/status/870262334215917569
19025957;TTCnotices;2017-06-01;00:22;1;2;"ALL CLEAR: The delay at Broadview and Gerrard has cleared. 504 King has resumed regular routing. # TTC";;;# TTC;"870133486480437249";https://twitter.com/TTCnotices/status/870133486480437249
19025957;TTCnotices;2017-05-31;22:57;0;1;"504 King turning back WB Queen/Connaught. Shuttle buses operating from Broadview Stn to King/River for overhead issues Broadview/Gerrard";;;;"870112072159330308";https://twitter.com/TTCnotices/status/870112072159330308
19025957;TTCnotices;2017-05-31;22:35;1;1;"UPDATE: 504 King service turning back W/B at Queen and Connaught, with shuttle buses operating from Broadview Station to King and River. 2/2";;;;"870106600043933701";https://twitter.com/TTCnotices/status/870106600043933701
19025957;TTCnotices;2017-05-31;22:35;0;1;"UPDATE: 504 King diverting southbound via Gerrard, Parliament, Carlton. College, McCaul, Queen Spadina due to streetcar overhead issues. 1/2";;;;"870106476265844736";https://twitter.com/TTCnotices/status/870106476265844736
19025957;TTCnotices;2017-05-31;21:44;0;0;"504 King diverting southbound via Gerrard, Parliament, Carlton. College, McCaul, Queen Spadina due to streetcar overhead issues. # TTC";;;# TTC;"870093639250321408";https://twitter.com/TTCnotices/status/870093639250321408
19025957;TTCnotices;2017-05-31;13:19;0;1;"ALL CLEAR: The delay at King and University has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"869966602606870528";https://twitter.com/TTCnotices/status/869966602606870528
19025957;TTCnotices;2017-05-31;13:15;1;2;"504 King holding both ways at King and University due to a parade. # TTC";;;# TTC;"869965561098194945";https://twitter.com/TTCnotices/status/869965561098194945
19025957;TTCnotices;2017-05-31;11:56;1;0;"ALL CLEAR: The delay at King and Parliament is now clear and 504 King has resumed regular routing. # TTC";;;# TTC;"869945600581697541";https://twitter.com/TTCnotices/status/869945600581697541
19025957;TTCnotices;2017-05-31;10:26;2;0;"504 King diverting EB via Parliament, Queen due to a collision at King and Parliament. # TTC";;;# TTC;"869922936416849921";https://twitter.com/TTCnotices/status/869922936416849921
19025957;TTCnotices;2017-05-30;01:06;0;2;"ALL CLEAR: King and Blue Jays Way, 504 King has resumed regular routing. # TTC";;;# TTC;"869419713360744448";https://twitter.com/TTCnotices/status/869419713360744448
19025957;TTCnotices;2017-05-30;00:51;0;0;"504 King holding eastbound at King and Blue Jays Way due to EMS blocking rails. # TTC";;;# TTC;"869415827468144641";https://twitter.com/TTCnotices/status/869415827468144641
19025957;TTCnotices;2017-05-30;00:23;0;0;"ALL CLEAR: Broadview and Gerrard, 504 King has resumed regular routing. # TTC";;;# TTC;"869408845898108929";https://twitter.com/TTCnotices/status/869408845898108929
19025957;TTCnotices;2017-05-30;00:17;1;1;"504 King holding northbound at Broadview and Gerrard for TPS investigation. # TTC";;;# TTC;"869407346107314176";https://twitter.com/TTCnotices/status/869407346107314176
19025957;TTCnotices;2017-05-29;17:57;1;1;"ALL CLEAR: The delay at King and Spadina has cleared. 504 King has resumed regular routing. # TTC";;;# TTC;"869311809886593025";https://twitter.com/TTCnotices/status/869311809886593025
19025957;TTCnotices;2017-05-29;17:40;4;0;"504 King route holding westbound at King and Spadina, due to a collision. # TTC";;;# TTC;"869307449777455104";https://twitter.com/TTCnotices/status/869307449777455104
19025957;TTCnotices;2017-05-27;00:43;0;2;"ALL CLEAR: The delay at Broadview and Queen has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"868326847003713537";https://twitter.com/TTCnotices/status/868326847003713537
19025957;TTCnotices;2017-05-27;00:01;1;2;"504 King holding southbound at Broadview and Queen due to a mechanical problem on board streetcar. # TTC";;;# TTC;"868316141944541184";https://twitter.com/TTCnotices/status/868316141944541184
19025957;TTCnotices;2017-05-26;20:59;1;3;"ALL CLEAR: The delay at King and Jameson has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"868270376807272448";https://twitter.com/TTCnotices/status/868270376807272448
19025957;TTCnotices;2017-05-26;19:55;1;3;"504 King diverting eastbound via Queen, Shaw due to a collision at King and Jameson. # TTC";;;# TTC;"868254282734329856";https://twitter.com/TTCnotices/status/868254282734329856
19025957;TTCnotices;2017-05-26;17:22;1;1;"ALL CLEAR: The delay at King and Ontario has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"868215842164658176";https://twitter.com/TTCnotices/status/868215842164658176
19025957;TTCnotices;2017-05-26;17:20;1;1;"UPDATE: 504 King diverting eastbound via Church, Queen, due to a stalled streetcar at King and Ontario. # TTC";;;# TTC;"868215268618764288";https://twitter.com/TTCnotices/status/868215268618764288
19025957;TTCnotices;2017-05-26;16:59;0;2;"504 King holding eastbound at King and Ontario due to a stalled streetcar. # TTC";;;# TTC;"868210117640060929";https://twitter.com/TTCnotices/status/868210117640060929
19025957;TTCnotices;2017-05-26;14:51;0;2;"ALL CLEAR: The delay at King and Portland has cleared. 504 King & 514 Cherry have returned to regular routing. # TTC";;;# TTC;"868177809457504256";https://twitter.com/TTCnotices/status/868177809457504256
19025957;TTCnotices;2017-05-26;14:48;0;1;"504 King and 514 Cherry holding westbound at King and Portland due to a stalled streetcar. # TTC";;;# TTC;"868177114939478016";https://twitter.com/TTCnotices/status/868177114939478016
19025957;TTCnotices;2017-05-26;10:56;1;1;"ALL CLEAR: The delay at King and Portland has cleared. 504 King and 514 Cherry have returned to regular routing. # TTC";;;# TTC;"868118594936332289";https://twitter.com/TTCnotices/status/868118594936332289
19025957;TTCnotices;2017-05-26;10:45;1;1;"504 King and 514 Cherry diverting westbound via Spadina, Queen, Shaw, due to a security incident on board a streetcar at King and Portland.";;;;"868115998632812545";https://twitter.com/TTCnotices/status/868115998632812545
19025957;TTCnotices;2017-05-26;10:44;0;0;"504 King and 514 Cherry holding westbound at King and Portland, due to a security incident on board a streetcar. # TTC";;;# TTC;"868115596482924544";https://twitter.com/TTCnotices/status/868115596482924544
19025957;TTCnotices;2017-05-26;07:04;1;0;"ALL CLEAR: The delay at Roncesvalles and High Park has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"868060145141547009";https://twitter.com/TTCnotices/status/868060145141547009
19025957;TTCnotices;2017-05-26;07:01;0;0;"ALL CLEAR: The delay at King and Simcoe has cleared. 504 King has returned to regular routing with delays at Roncesvalles and High Park. # TTC";;;# TTC;"868059478297542656";https://twitter.com/TTCnotices/status/868059478297542656
19025957;TTCnotices;2017-05-26;06:42;3;0;"504 King holding at King and Simcoe, due to a stalled streetcar. # TTC";;;# TTC;"868054678910664704";https://twitter.com/TTCnotices/status/868054678910664704
19025957;TTCnotices;2017-05-26;06:19;1;0;"UPDATE: 504 King turning back from Queen and Roncesvalles, due to autos in collision at Roncesvalles and High Park. # TTC";;;# TTC;"868048915865751552";https://twitter.com/TTCnotices/status/868048915865751552
19025957;TTCnotices;2017-05-26;06:15;1;0;"504 King holding at Roncesvalles and High Park, due to autos in collision blocking the road. # TTC";;;# TTC;"868047874575224832";https://twitter.com/TTCnotices/status/868047874575224832
19025957;TTCnotices;2017-05-25;12:12;0;1;"ALL CLEAR: The delay at King and Strachan has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"867775399308251136";https://twitter.com/TTCnotices/status/867775399308251136
19025957;TTCnotices;2017-05-25;12:01;0;1;"504 King holding eastbound at King and Strachan due to a stalled auto. # TTC";;;# TTC;"867772741751115776";https://twitter.com/TTCnotices/status/867772741751115776
19025957;TTCnotices;2017-05-23;15:14;1;2;"ALL CLEAR: The delay on King at Spadina has cleared. 504 King has resumed regular routing. # TTC";;;# TTC;"867096340236578816";https://twitter.com/TTCnotices/status/867096340236578816
19025957;TTCnotices;2017-05-23;15:04;0;1;"504 King turning back westbound at Bathurst and Wolseley due to a gas leak on King at Spadina. # TTC";;;# TTC;"867093833745661953";https://twitter.com/TTCnotices/status/867093833745661953
19025957;TTCnotices;2017-05-23;15:02;1;1;"504 King turning back eastbound from Richmond, Victoria, Adelaide, Church due to a gas leak on King at Spadina. # TTC";;;# TTC;"867093497928658944";https://twitter.com/TTCnotices/status/867093497928658944
19025957;TTCnotices;2017-05-23;10:34;0;1;"ALL CLEAR: The delay at King and Victoria has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"867025935966580738";https://twitter.com/TTCnotices/status/867025935966580738
19025957;TTCnotices;2017-05-23;10:20;1;1;"504 King holding eastbound at King and Victoria due to a collision. # TTC";;;# TTC;"867022417524404224";https://twitter.com/TTCnotices/status/867022417524404224
19025957;TTCnotices;2017-05-22;15:52;1;1;"ALL CLEAR: The delay at Queen and Broadview has cleared. 501 Queen and 504 King have resumed regular routing. # TTC";;;# TTC;"866743691775442944";https://twitter.com/TTCnotices/status/866743691775442944
19025957;TTCnotices;2017-05-22;14:45;0;1;"UPDATE: 504 King route diverting westbound via Gerrard, Bay, Dundas, Bathurst, King, due to a collision at Broadview and Queen. # TTC";;;# TTC;"866726747617808384";https://twitter.com/TTCnotices/status/866726747617808384
19025957;TTCnotices;2017-05-22;14:29;1;1;"501 Queen and 504 King routes holding westbound at Queen and Broadview, due to a collision. # TTC";;;# TTC;"866722606409543681";https://twitter.com/TTCnotices/status/866722606409543681
19025957;TTCnotices;2017-05-22;01:29;0;0;"ALL CLEAR: The delay at King and Jarvis has cleared. 504 King has returned to regular routing. # TTC";;;# TTC;"866526534428962816";https://twitter.com/TTCnotices/status/866526534428962816
